size_win,precision0,recall0,precision1,recall1
10000,0.2275449101796407,0.29472595656670114,(array([0, 1], dtype=int8), array([7495, 2505])),6131,1935,1364,570
10000,0.24305871643149748,0.28374070138150903,(array([0, 1], dtype=int8), array([7803, 2197])),6455,1663,1348,534
18363,0.1609442060085837,0.27223230490018147,(array([0, 1], dtype=int8), array([14635,  3728])),13031,3128,1604,600
10000,0.23104693140794225,0.24854368932038834,(array([0, 1], dtype=int8), array([8338, 1662])),7177,1278,1161,384
10000,0.21998913633894623,0.25139664804469275,(array([0, 1], dtype=int8), array([8159, 1841])),6953,1436,1206,405
10000,0.1943081452404318,0.27197802197802196,(array([0, 1], dtype=int8), array([7962, 2038])),6902,1642,1060,396
10000,0.22883172561629153,0.25925925925925924,(array([0, 1], dtype=int8), array([8134, 1866])),6914,1439,1220,427
