# TEST CONFIGURATION BEGIN
# FileStream(filename='balanced.csv', target_idx=-1, n_targets=1, cat_features=[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44])
# [HT] HoeffdingTreeClassifier(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=[0, 1], remove_poor_atts=False, split_confidence=1e-10, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# [HAT] HoeffdingAdaptiveTreeClassifier(binary_split=False, bootstrap_sampling=True, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=[0, 1], remove_poor_atts=False, split_confidence=1e-10, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=100, data_points_for_classification=False, max_samples=1000000, max_time=10000, metrics=['accuracy', 'true_vs_predicted'], n_wait=200, output_file='summary_ht_balanced.txt', pretrain_size=10000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[HT],current_acc_[HT],mean_acc_[HAT],current_acc_[HAT],true_value,predicted_value_[HT],predicted_value_[HAT]
25100,0.687829,0.720000,0.724211,0.765000,1.000000,0.000000,0.000000
25300,0.687403,0.655000,0.724416,0.740000,1.000000,1.000000,1.000000
25500,0.688526,0.775000,0.725000,0.770000,1.000000,1.000000,1.000000
25700,0.689114,0.735000,0.725696,0.780000,1.000000,0.000000,0.000000
25900,0.689438,0.715000,0.725875,0.740000,0.000000,0.000000,0.000000
26100,0.690185,0.750000,0.726358,0.765000,0.000000,1.000000,0.000000
26300,0.690183,0.690000,0.726829,0.765000,0.000000,0.000000,0.000000
26500,0.690482,0.715000,0.727711,0.800000,1.000000,1.000000,1.000000
26700,0.690655,0.705000,0.727679,0.725000,1.000000,1.000000,1.000000
26900,0.691647,0.775000,0.728824,0.825000,1.000000,1.000000,1.000000
27100,0.691977,0.720000,0.729244,0.765000,0.000000,0.000000,0.000000
27300,0.692701,0.755000,0.729368,0.740000,1.000000,1.000000,0.000000
27500,0.693409,0.755000,0.730000,0.785000,0.000000,1.000000,0.000000
27700,0.694270,0.770000,0.730674,0.790000,1.000000,1.000000,1.000000
27900,0.694500,0.715000,0.731278,0.785000,0.000000,1.000000,0.000000
28100,0.694945,0.735000,0.731648,0.765000,0.000000,0.000000,0.000000
28300,0.695163,0.715000,0.731467,0.715000,1.000000,1.000000,1.000000
28500,0.695161,0.695000,0.731559,0.740000,0.000000,0.000000,0.000000
28700,0.695532,0.730000,0.731755,0.750000,1.000000,1.000000,0.000000
28900,0.695053,0.650000,0.731789,0.735000,1.000000,1.000000,1.000000
29100,0.695833,0.770000,0.732292,0.780000,1.000000,1.000000,1.000000
29300,0.696186,0.730000,0.732474,0.750000,0.000000,0.000000,0.000000
29500,0.696582,0.735000,0.733163,0.800000,1.000000,0.000000,0.000000
29700,0.697020,0.740000,0.733687,0.785000,0.000000,0.000000,0.000000
29900,0.696700,0.665000,0.733800,0.745000,1.000000,0.000000,0.000000
30100,0.696634,0.690000,0.733762,0.730000,0.000000,0.000000,0.000000
30300,0.697108,0.745000,0.733824,0.740000,1.000000,1.000000,1.000000
30500,0.697379,0.725000,0.734029,0.755000,1.000000,0.000000,0.000000
30700,0.697788,0.740000,0.734327,0.765000,1.000000,1.000000,1.000000
30900,0.698571,0.780000,0.734810,0.785000,0.000000,1.000000,0.000000
31100,0.698774,0.720000,0.734858,0.740000,1.000000,1.000000,1.000000
31300,0.699065,0.730000,0.734766,0.725000,1.000000,1.000000,1.000000
31500,0.699213,0.715000,0.735000,0.760000,0.000000,0.000000,0.000000
31700,0.699633,0.745000,0.735459,0.785000,1.000000,1.000000,0.000000
31900,0.699636,0.700000,0.735455,0.735000,1.000000,0.000000,0.000000
32100,0.699775,0.715000,0.735856,0.780000,1.000000,0.000000,0.000000
32300,0.700268,0.755000,0.736027,0.755000,0.000000,0.000000,0.000000
32500,0.700929,0.775000,0.736327,0.770000,0.000000,0.000000,0.000000
32700,0.701053,0.715000,0.736491,0.755000,0.000000,1.000000,0.000000
32900,0.701652,0.770000,0.736913,0.785000,1.000000,1.000000,1.000000
33100,0.701681,0.705000,0.737198,0.770000,0.000000,0.000000,0.000000
33300,0.701795,0.715000,0.737607,0.785000,1.000000,0.000000,0.000000
33500,0.702331,0.765000,0.737754,0.755000,1.000000,1.000000,1.000000
33700,0.702395,0.710000,0.737899,0.755000,0.000000,1.000000,0.000000
33900,0.702625,0.730000,0.738125,0.765000,0.000000,1.000000,0.000000
34100,0.702603,0.700000,0.738471,0.780000,1.000000,1.000000,1.000000
34300,0.702664,0.710000,0.738648,0.760000,0.000000,0.000000,0.000000
34500,0.703089,0.755000,0.739187,0.805000,1.000000,1.000000,1.000000
34700,0.702782,0.665000,0.738952,0.710000,1.000000,0.000000,0.000000
34900,0.702640,0.685000,0.739200,0.770000,1.000000,0.000000,0.000000
35100,0.702937,0.740000,0.739524,0.780000,1.000000,0.000000,0.000000
35300,0.703386,0.760000,0.739646,0.755000,1.000000,0.000000,0.000000
35500,0.703672,0.740000,0.740234,0.815000,0.000000,0.000000,0.000000
35700,0.703721,0.710000,0.740659,0.795000,0.000000,0.000000,0.000000
35900,0.704231,0.770000,0.740923,0.775000,1.000000,1.000000,1.000000
36100,0.704618,0.755000,0.741565,0.825000,1.000000,0.000000,1.000000
36300,0.705114,0.770000,0.741894,0.785000,1.000000,0.000000,0.000000
36500,0.705789,0.795000,0.742632,0.840000,1.000000,1.000000,1.000000
36700,0.705858,0.715000,0.742425,0.715000,1.000000,1.000000,1.000000
36900,0.706259,0.760000,0.743074,0.830000,1.000000,1.000000,0.000000
37100,0.706360,0.720000,0.743529,0.805000,1.000000,1.000000,0.000000
37300,0.706569,0.735000,0.743905,0.795000,0.000000,0.000000,0.000000
37500,0.706667,0.720000,0.744239,0.790000,1.000000,1.000000,1.000000
37700,0.707374,0.805000,0.744353,0.760000,0.000000,0.000000,0.000000
37900,0.707750,0.760000,0.744750,0.800000,0.000000,0.000000,0.000000
38100,0.708156,0.765000,0.745000,0.780000,1.000000,1.000000,1.000000
38300,0.708556,0.765000,0.745106,0.760000,0.000000,0.000000,0.000000
38500,0.708671,0.725000,0.745245,0.765000,1.000000,0.000000,0.000000
38700,0.708889,0.740000,0.745694,0.810000,0.000000,1.000000,0.000000
38900,0.709241,0.760000,0.745724,0.750000,1.000000,0.000000,0.000000
39100,0.709349,0.725000,0.745616,0.730000,1.000000,1.000000,1.000000
39300,0.709320,0.705000,0.745646,0.750000,1.000000,1.000000,1.000000
39500,0.709054,0.670000,0.745845,0.775000,0.000000,1.000000,0.000000
39700,0.709497,0.775000,0.746376,0.825000,1.000000,0.000000,0.000000
39900,0.709533,0.715000,0.746500,0.765000,0.000000,1.000000,0.000000
40100,0.709735,0.740000,0.747152,0.845000,0.000000,0.000000,0.000000
40300,0.710099,0.765000,0.747105,0.740000,1.000000,0.000000,0.000000
40500,0.710359,0.750000,0.747288,0.775000,1.000000,0.000000,0.000000
40700,0.710649,0.755000,0.747305,0.750000,1.000000,0.000000,0.000000
40900,0.710935,0.755000,0.747484,0.775000,0.000000,0.000000,0.000000
41100,0.711282,0.765000,0.747917,0.815000,0.000000,0.000000,0.000000
41300,0.711274,0.710000,0.748248,0.800000,0.000000,0.000000,0.000000
41500,0.711646,0.770000,0.748449,0.780000,0.000000,0.000000,0.000000
41700,0.711887,0.750000,0.748742,0.795000,1.000000,1.000000,1.000000
41900,0.712250,0.770000,0.748938,0.780000,0.000000,1.000000,0.000000
42100,0.712578,0.765000,0.749193,0.790000,1.000000,1.000000,1.000000
42300,0.712685,0.730000,0.749198,0.750000,1.000000,1.000000,1.000000
42500,0.712883,0.745000,0.749417,0.785000,0.000000,0.000000,0.000000
42700,0.713110,0.750000,0.749604,0.780000,0.000000,1.000000,0.000000
42900,0.713455,0.770000,0.749788,0.780000,0.000000,0.000000,0.000000
43100,0.713434,0.710000,0.749970,0.780000,1.000000,1.000000,0.000000
43300,0.713323,0.695000,0.749880,0.735000,0.000000,0.000000,0.000000
43500,0.713363,0.720000,0.749792,0.735000,1.000000,1.000000,1.000000
43700,0.713728,0.775000,0.750178,0.815000,1.000000,0.000000,0.000000
43900,0.713765,0.720000,0.750118,0.740000,1.000000,1.000000,1.000000
44100,0.714006,0.755000,0.750322,0.785000,0.000000,1.000000,0.000000
44300,0.714302,0.765000,0.750610,0.800000,0.000000,0.000000,0.000000
44500,0.714393,0.730000,0.751012,0.820000,1.000000,1.000000,1.000000
44700,0.714483,0.730000,0.751236,0.790000,0.000000,1.000000,0.000000
44900,0.714914,0.790000,0.751571,0.810000,1.000000,1.000000,1.000000
45100,0.715142,0.755000,0.751648,0.765000,0.000000,0.000000,0.000000
45300,0.715593,0.795000,0.752203,0.850000,0.000000,0.000000,0.000000
45500,0.716011,0.790000,0.752444,0.795000,1.000000,1.000000,1.000000
45700,0.716397,0.785000,0.752598,0.780000,0.000000,0.000000,0.000000
45900,0.716583,0.750000,0.752833,0.795000,1.000000,1.000000,1.000000
46100,0.716906,0.775000,0.752983,0.780000,0.000000,0.000000,0.000000
46300,0.716978,0.730000,0.753022,0.760000,0.000000,0.000000,0.000000
46500,0.717514,0.815000,0.753197,0.785000,0.000000,0.000000,0.000000
46700,0.717880,0.785000,0.753478,0.805000,1.000000,0.000000,0.000000
46900,0.718189,0.775000,0.753703,0.795000,1.000000,1.000000,1.000000
47100,0.718199,0.720000,0.753817,0.775000,0.000000,0.000000,0.000000
47300,0.718449,0.765000,0.754037,0.795000,0.000000,0.000000,0.000000
47500,0.718457,0.720000,0.754309,0.805000,0.000000,1.000000,0.000000
47700,0.718413,0.710000,0.754286,0.750000,0.000000,0.000000,0.000000
47900,0.718789,0.790000,0.754632,0.820000,1.000000,1.000000,0.000000
48100,0.719267,0.810000,0.754791,0.785000,0.000000,0.000000,0.000000
48300,0.719271,0.720000,0.755000,0.795000,0.000000,0.000000,0.000000
48500,0.719249,0.715000,0.755285,0.810000,1.000000,1.000000,0.000000
48700,0.719485,0.765000,0.755438,0.785000,0.000000,0.000000,0.000000
48900,0.719590,0.740000,0.755513,0.770000,1.000000,1.000000,1.000000
49100,0.719974,0.795000,0.755944,0.840000,0.000000,0.000000,0.000000
49300,0.720178,0.760000,0.756294,0.825000,0.000000,1.000000,0.000000
49500,0.720202,0.725000,0.756793,0.855000,1.000000,1.000000,1.000000
49700,0.720678,0.815000,0.756859,0.770000,0.000000,0.000000,0.000000
49900,0.720625,0.710000,0.757100,0.805000,0.000000,0.000000,0.000000
50100,0.720697,0.735000,0.757313,0.800000,0.000000,0.000000,0.000000
50300,0.720866,0.755000,0.757550,0.805000,0.000000,1.000000,0.000000
50500,0.720985,0.745000,0.757709,0.790000,0.000000,1.000000,0.000000
50700,0.721152,0.755000,0.758064,0.830000,0.000000,0.000000,0.000000
50900,0.721244,0.740000,0.758073,0.760000,0.000000,0.000000,0.000000
51100,0.721505,0.775000,0.758155,0.775000,0.000000,0.000000,0.000000
51300,0.721763,0.775000,0.758092,0.745000,1.000000,0.000000,0.000000
51500,0.721923,0.755000,0.758029,0.745000,0.000000,0.000000,0.000000
51700,0.722344,0.810000,0.758397,0.835000,1.000000,0.000000,0.000000
51900,0.722429,0.740000,0.758643,0.810000,1.000000,1.000000,1.000000
52100,0.722701,0.780000,0.758744,0.780000,0.000000,0.000000,0.000000
52300,0.722807,0.745000,0.758703,0.750000,1.000000,1.000000,1.000000
52500,0.722911,0.745000,0.758897,0.800000,0.000000,0.000000,0.000000
52700,0.723107,0.765000,0.758995,0.780000,0.000000,0.000000,0.000000
52900,0.723186,0.740000,0.759186,0.800000,1.000000,1.000000,1.000000
53100,0.723310,0.750000,0.759398,0.805000,1.000000,1.000000,1.000000
53300,0.723364,0.735000,0.759263,0.730000,1.000000,1.000000,1.000000
53500,0.723509,0.755000,0.759450,0.800000,1.000000,1.000000,1.000000
53700,0.723607,0.745000,0.759498,0.770000,0.000000,0.000000,0.000000
53900,0.723795,0.765000,0.759705,0.805000,1.000000,1.000000,1.000000
54100,0.723937,0.755000,0.759932,0.810000,0.000000,1.000000,0.000000
54300,0.724167,0.775000,0.760045,0.785000,0.000000,0.000000,0.000000
54500,0.724327,0.760000,0.760381,0.835000,0.000000,0.000000,0.000000
54700,0.724487,0.760000,0.760491,0.785000,1.000000,1.000000,1.000000
54900,0.724689,0.770000,0.760733,0.815000,1.000000,1.000000,1.000000
55100,0.724978,0.790000,0.760929,0.805000,0.000000,1.000000,0.000000
55300,0.725396,0.820000,0.761233,0.830000,0.000000,0.000000,0.000000
55500,0.725592,0.770000,0.761316,0.780000,0.000000,0.000000,0.000000
55700,0.725699,0.750000,0.761485,0.800000,0.000000,0.000000,0.000000
55900,0.725870,0.765000,0.761587,0.785000,0.000000,0.000000,0.000000
56100,0.726126,0.785000,0.761818,0.815000,0.000000,1.000000,0.000000
56300,0.726207,0.745000,0.761875,0.775000,1.000000,1.000000,1.000000
56500,0.726459,0.785000,0.762060,0.805000,0.000000,0.000000,0.000000
56700,0.726538,0.745000,0.762094,0.770000,1.000000,1.000000,1.000000
56900,0.726660,0.755000,0.762277,0.805000,0.000000,1.000000,0.000000
57100,0.726483,0.685000,0.762225,0.750000,0.000000,0.000000,0.000000
57300,0.726624,0.760000,0.762363,0.795000,1.000000,1.000000,1.000000
57500,0.726744,0.755000,0.762500,0.795000,0.000000,0.000000,0.000000
57700,0.726799,0.740000,0.762762,0.825000,1.000000,0.000000,0.000000
57900,0.727167,0.815000,0.763167,0.860000,0.000000,0.000000,0.000000
58100,0.727303,0.760000,0.763257,0.785000,0.000000,0.000000,0.000000
58300,0.727479,0.770000,0.763347,0.785000,1.000000,1.000000,1.000000
58500,0.727695,0.780000,0.763621,0.830000,0.000000,0.000000,0.000000
58700,0.727746,0.740000,0.763730,0.790000,0.000000,0.000000,0.000000
58900,0.727898,0.765000,0.763837,0.790000,1.000000,1.000000,1.000000
59100,0.728150,0.790000,0.764024,0.810000,0.000000,0.000000,0.000000
59300,0.728340,0.775000,0.764190,0.805000,1.000000,1.000000,1.000000
59500,0.728690,0.815000,0.764617,0.870000,1.000000,1.000000,0.000000
59700,0.728815,0.760000,0.764799,0.810000,0.000000,0.000000,0.000000
59900,0.728960,0.765000,0.765040,0.825000,1.000000,1.000000,1.000000
60100,0.729243,0.800000,0.765179,0.800000,1.000000,1.000000,0.000000
60300,0.729246,0.730000,0.765198,0.770000,0.000000,0.000000,0.000000
60500,0.729427,0.775000,0.765277,0.785000,1.000000,1.000000,1.000000
60700,0.729685,0.795000,0.765453,0.810000,0.000000,1.000000,0.000000
60900,0.729941,0.795000,0.765647,0.815000,0.000000,0.000000,0.000000
61100,0.730000,0.745000,0.765820,0.810000,0.000000,0.000000,0.000000
61300,0.730409,0.835000,0.765992,0.810000,1.000000,1.000000,1.000000
61500,0.730601,0.780000,0.766240,0.830000,1.000000,0.000000,0.000000
61700,0.730656,0.745000,0.766313,0.785000,0.000000,0.000000,0.000000
61900,0.730788,0.765000,0.766481,0.810000,1.000000,1.000000,1.000000
62100,0.730958,0.775000,0.766743,0.835000,0.000000,1.000000,0.000000
62300,0.731145,0.780000,0.766927,0.815000,1.000000,1.000000,0.000000
