# TEST CONFIGURATION BEGIN
# FileStream(filename='export_dataframe_0v4.csv', target_idx=-1, n_targets=1, cat_features=None)
# [M0] HoeffdingTree(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=False, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=10, data_points_for_classification=False, max_samples=1000000, max_time=1000, metrics=['accuracy', 'running_time', 'model_size'], n_wait=200, output_file='summary_ht.txt', pretrain_size=10000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
355990,0.840896,0.835000,134.691814,22.962278,157.654093,10656.671875
356190,0.840904,0.855000,134.770927,22.978216,157.749144,10586.906250
356390,0.840904,0.840000,134.870034,22.991451,157.861485,10653.476562
356590,0.840889,0.815000,134.947327,23.006391,157.953718,10663.726562
356790,0.840891,0.845000,135.023267,23.020645,158.043913,10668.226562
356990,0.840890,0.840000,135.105371,23.035820,158.141191,10706.882812
357190,0.840896,0.850000,135.183978,23.052166,158.236144,10711.445312
357390,0.840915,0.875000,135.265614,23.067980,158.333594,10711.632812
357590,0.840895,0.805000,135.345184,23.082786,158.427970,10731.851562
357790,0.840900,0.850000,135.412964,23.099426,158.512390,10732.132812
357990,0.840865,0.780000,135.483584,23.116289,158.599873,10732.195312
358190,0.840853,0.820000,135.554707,23.132008,158.686715,10736.632812
358390,0.840873,0.875000,135.622930,23.148438,158.771368,10736.757812
358590,0.840872,0.840000,135.693619,23.163552,158.857171,10736.882812
358790,0.840880,0.855000,135.770534,23.180526,158.951060,10741.539062
358990,0.840874,0.830000,135.839278,23.195340,159.034619,10741.570312
359190,0.840848,0.795000,135.909306,23.210948,159.120254,10741.601562
359390,0.840839,0.825000,135.979127,23.226825,159.205952,10741.664062
359590,0.840830,0.825000,136.055863,23.242547,159.298410,10741.695312
359790,0.840838,0.855000,136.128115,23.258759,159.386874,10728.812500
359990,0.840834,0.835000,136.201595,23.275088,159.476683,10728.843750
360190,0.840831,0.835000,136.284653,23.292138,159.576791,10728.843750
360390,0.840845,0.865000,136.368557,23.309595,159.678152,10780.914062
360590,0.840847,0.845000,136.439423,23.325978,159.765401,10780.945312
360790,0.840864,0.870000,136.508664,23.341505,159.850168,10781.007812
360990,0.840838,0.795000,136.579148,23.357395,159.936543,10791.101562
361190,0.840814,0.800000,136.655574,23.373592,160.029165,10791.132812
361390,0.840805,0.825000,136.743728,23.388111,160.131838,10791.164062
361590,0.840785,0.805000,136.817803,23.403768,160.221571,10791.226562
361790,0.840787,0.845000,136.896450,23.418993,160.315444,10791.226562
361990,0.840776,0.820000,136.979514,23.433934,160.413449,10777.812500
362190,0.840786,0.860000,137.052078,23.450513,160.502591,10796.875000
362390,0.840772,0.815000,137.120625,23.465544,160.586169,10797.031250
362590,0.840763,0.825000,137.189894,23.481445,160.671339,10801.437500
362790,0.840754,0.825000,137.259036,23.496922,160.755958,10805.843750
362990,0.840748,0.830000,137.327540,23.512759,160.840299,10805.906250
363190,0.840733,0.815000,137.408515,23.529128,160.937643,10805.906250
363390,0.840736,0.845000,137.482726,23.544630,161.027356,10805.906250
363590,0.840721,0.815000,137.565305,23.559656,161.124961,10805.968750
363790,0.840738,0.870000,137.639709,23.575158,161.214868,10806.031250
363990,0.840774,0.905000,137.712892,23.589436,161.302329,10806.031250
364190,0.840793,0.875000,137.781529,23.604209,161.385738,10806.062500
364390,0.840790,0.835000,137.848472,23.619104,161.467576,10806.093750
364590,0.840795,0.850000,137.930812,23.633987,161.564799,10806.093750
364790,0.840792,0.835000,138.021090,23.649621,161.670711,10806.093750
364990,0.840814,0.880000,138.100369,23.665326,161.765695,10806.093750
365190,0.840833,0.875000,138.170690,23.684500,161.855189,10806.093750
365390,0.840869,0.905000,138.252359,23.704506,161.956865,10806.093750
365590,0.840906,0.905000,138.324096,23.724630,162.048726,10806.156250
365790,0.840905,0.840000,138.394343,23.740202,162.134545,10806.156250
365990,0.840930,0.885000,138.466219,23.758652,162.224871,10806.156250
366190,0.840938,0.855000,138.558927,23.776911,162.335838,10735.515625
366390,0.840951,0.865000,138.631347,23.794712,162.426059,10835.585938
366590,0.840953,0.845000,138.709547,23.808520,162.518066,10835.585938
366790,0.840936,0.810000,138.791587,23.822809,162.614397,10817.765625
366990,0.840941,0.850000,138.867472,23.837799,162.705272,10822.296875
367190,0.840924,0.810000,138.947758,23.854187,162.801945,10836.953125
367390,0.840915,0.825000,139.022789,23.869833,162.892621,10847.109375
367590,0.840926,0.860000,139.092411,23.883539,162.975950,10847.109375
367790,0.840928,0.845000,139.175690,23.901036,163.076726,10881.921875
367990,0.840925,0.835000,139.248295,23.917143,163.165438,10921.046875
368190,0.840949,0.885000,139.324666,23.933146,163.257812,10929.890625
368390,0.840968,0.875000,139.399429,23.949823,163.349252,10934.359375
368590,0.840948,0.805000,139.489062,23.968726,163.457788,10934.390625
368790,0.840948,0.840000,139.567653,23.986812,163.554465,10934.421875
368990,0.840939,0.825000,139.651285,24.001709,163.652994,10986.460938
369190,0.840927,0.820000,139.726040,24.018615,163.744655,10990.804688
369390,0.840929,0.845000,139.796511,24.034760,163.831271,10990.804688
369590,0.840923,0.830000,139.864588,24.047807,163.912395,10991.054688
369790,0.840920,0.835000,139.954461,24.063484,164.017945,10991.085938
369990,0.840942,0.880000,140.036797,24.080574,164.117371,10991.085938
370190,0.840936,0.830000,140.106206,24.094014,164.200220,10991.148438
370390,0.840932,0.835000,140.180941,24.110517,164.291458,10995.617188
370590,0.840926,0.830000,140.260062,24.124856,164.384919,10995.679688
370790,0.840898,0.790000,140.328885,24.138760,164.467645,10995.710938
370990,0.840909,0.860000,140.406077,24.154340,164.560418,10995.710938
371190,0.840908,0.840000,140.488702,24.171660,164.660361,10995.710938
371390,0.840891,0.810000,140.563457,24.187923,164.751380,10995.773438
371590,0.840910,0.875000,140.648310,24.202513,164.850823,10995.867188
371790,0.840907,0.835000,140.722449,24.219555,164.942004,10995.867188
371990,0.840903,0.835000,140.797459,24.234447,165.031906,10995.898438
372190,0.840897,0.830000,140.870609,24.248881,165.119490,10995.898438
372390,0.840889,0.825000,140.941512,24.264604,165.206117,11006.085938
372590,0.840885,0.835000,141.010011,24.279224,165.289235,11006.117188
372790,0.840863,0.800000,141.079660,24.293194,165.372854,11010.523438
372990,0.840857,0.830000,141.161842,24.311084,165.472925,11010.648438
373190,0.840837,0.805000,141.239501,24.325418,165.564919,11010.648438
373390,0.840826,0.820000,141.314965,24.339008,165.653972,11010.648438
373590,0.840844,0.875000,141.396389,24.353958,165.750347,11010.648438
373790,0.840841,0.835000,141.487477,24.367291,165.854768,11010.648438
373990,0.840832,0.825000,141.572367,24.381148,165.953515,11010.648438
374190,0.840843,0.860000,141.654937,24.396649,166.051586,11010.679688
374390,0.840853,0.860000,141.735904,24.411563,166.147467,11010.710938
374590,0.840848,0.830000,141.804403,24.423996,166.228399,11010.742188
374790,0.840866,0.875000,141.872182,24.436048,166.308230,11010.742188
374990,0.840877,0.860000,141.947009,24.449348,166.396356,11010.742188
375190,0.840923,0.925000,142.023578,24.462776,166.486354,11010.742188
375390,0.840930,0.855000,142.115819,24.475755,166.591574,11063.742188
375590,0.840971,0.915000,142.193737,24.492222,166.685959,11068.242188
375790,0.840995,0.885000,142.264010,24.505142,166.769152,11068.304688
375990,0.841019,0.885000,142.343533,24.517997,166.861530,11059.015625
376190,0.841046,0.890000,142.410923,24.530322,166.941245,11059.390625
376390,0.841070,0.885000,142.486286,24.544377,167.030663,11069.734375
376590,0.841099,0.895000,142.566570,24.558164,167.124734,11069.859375
376790,0.841129,0.895000,142.641865,24.573766,167.215632,11069.921875
376990,0.841144,0.870000,142.749538,24.592094,167.341632,11074.546875
377190,0.841155,0.860000,142.822514,24.606106,167.428620,11005.500000
377390,0.841170,0.870000,142.895815,24.620597,167.516412,11128.421875
377590,0.841186,0.870000,142.964067,24.635442,167.599509,11142.890625
377790,0.841183,0.835000,143.030857,24.648276,167.679133,11143.078125
377990,0.841190,0.855000,143.098086,24.661465,167.759552,11147.484375
378190,0.841179,0.820000,143.179396,24.676644,167.856040,11199.554688
378390,0.841197,0.875000,143.260484,24.693575,167.954059,11243.085938
378590,0.841232,0.905000,143.330442,24.708450,168.038892,11243.085938
378790,0.841258,0.890000,143.408443,24.724869,168.133312,11253.179688
378990,0.841279,0.880000,143.502991,24.742325,168.245316,11236.015625
379190,0.841297,0.875000,143.570734,24.756978,168.327712,11297.054688
379390,0.841316,0.875000,143.660113,24.772450,168.432563,11307.210938
379590,0.841347,0.900000,143.742268,24.787357,168.529625,11363.625000
379790,0.841366,0.875000,143.831103,24.803805,168.634908,11368.062500
379990,0.841378,0.865000,143.912999,24.819293,168.732292,11378.156250
380190,0.841397,0.875000,143.991957,24.833974,168.825931,11388.250000
380390,0.841407,0.860000,144.071077,24.848892,168.919970,11388.281250
380590,0.841395,0.820000,144.156438,24.863595,169.020033,11388.281250
380790,0.841410,0.870000,144.228743,24.879548,169.108291,11388.312500
380990,0.841431,0.880000,144.299519,24.892640,169.192159,11388.312500
381190,0.841479,0.930000,144.381930,24.908332,169.290262,11392.656250
381390,0.841497,0.875000,144.462847,24.924861,169.387708,11392.718750
381590,0.841529,0.900000,144.531521,24.938587,169.470108,11392.718750
381790,0.841563,0.905000,144.619336,24.953364,169.572700,11392.812500
381990,0.841589,0.890000,144.696287,24.966654,169.662941,11401.562500
382190,0.841612,0.885000,144.765941,24.981017,169.746958,11401.625000
382390,0.841646,0.905000,144.836860,24.996876,169.833736,11401.625000
382590,0.841677,0.900000,144.909058,25.011325,169.920383,11401.625000
382790,0.841701,0.885000,144.986725,25.026835,170.013559,11405.968750
382990,0.841718,0.875000,145.058885,25.042365,170.101250,11405.968750
383190,0.841734,0.870000,145.143913,25.057522,170.201434,11416.125000
383390,0.841743,0.860000,145.216226,25.073530,170.289756,11416.156250
383590,0.841764,0.880000,145.285835,25.086758,170.372593,11420.687500
383790,0.841758,0.830000,145.355326,25.100896,170.456222,11420.687500
383990,0.841770,0.865000,145.426230,25.115335,170.541566,11420.687500
384190,0.841801,0.900000,145.500022,25.130151,170.630173,11420.750000
384390,0.841824,0.885000,145.578388,25.144496,170.722884,11420.750000
384590,0.841853,0.895000,145.646619,25.159216,170.805835,11420.750000
384790,0.841862,0.860000,145.716762,25.172863,170.889625,11420.750000
384990,0.841893,0.900000,145.799036,25.187030,170.986065,11420.750000
385190,0.841927,0.905000,145.878686,25.199764,171.078450,11420.750000
385390,0.841953,0.890000,145.953710,25.213767,171.167478,11420.750000
385590,0.841973,0.880000,146.025037,25.227947,171.252984,11420.781250
385790,0.841993,0.880000,146.107149,25.242463,171.349613,11420.781250
385990,0.842024,0.900000,146.181725,25.259704,171.441428,11420.812500
386190,0.842044,0.880000,146.257148,25.273372,171.530520,11420.843750
386390,0.842070,0.890000,146.339494,25.288368,171.627862,11420.843750
386590,0.842106,0.910000,146.423327,25.301760,171.725087,11420.843750
386790,0.842120,0.870000,146.506107,25.316132,171.822239,11420.843750
386990,0.842146,0.890000,146.576270,25.329392,171.905662,11425.250000
387190,0.842169,0.885000,146.650546,25.343861,171.994407,11425.343750
387390,0.842205,0.910000,146.728560,25.359393,172.087953,11425.343750
387590,0.842230,0.890000,146.804221,25.375286,172.179508,11425.343750
387790,0.842258,0.895000,146.873197,25.389785,172.262982,11425.375000
387990,0.842262,0.850000,146.957919,25.403909,172.361828,11425.375000
388190,0.842285,0.885000,147.039023,25.422008,172.461030,11425.375000
388390,0.842323,0.915000,147.118470,25.436774,172.555245,11425.375000
388590,0.842345,0.885000,147.187738,25.450618,172.638356,11477.570312
388790,0.842381,0.910000,147.260838,25.464409,172.725247,11477.664062
388990,0.842391,0.860000,147.351264,25.479248,172.830512,11477.664062
389190,0.842400,0.860000,147.428755,25.492920,172.921675,11477.664062
389390,0.842428,0.895000,147.508119,25.506822,173.014942,11477.695312
389590,0.842463,0.910000,147.579939,25.519475,173.099414,11477.695312
389790,0.842488,0.890000,147.660758,25.532439,173.193197,11477.695312
389990,0.842516,0.895000,147.742010,25.551198,173.293209,11477.695312
390190,0.842517,0.845000,147.826520,25.566479,173.392999,11477.695312
390390,0.842550,0.905000,147.897753,25.579505,173.477258,11460.531250
390590,0.842585,0.910000,147.968977,25.593621,173.562598,11516.914062
390790,0.842605,0.880000,148.051300,25.610729,173.662029,11516.914062
390990,0.842614,0.860000,148.131789,25.623178,173.754967,11521.289062
391190,0.842613,0.840000,148.206770,25.636990,173.843759,11531.414062
391390,0.842640,0.895000,148.275851,25.650099,173.925949,11531.414062
391590,0.842662,0.885000,148.345255,25.663206,174.008461,11531.445312
391790,0.842672,0.860000,148.416456,25.677379,174.093835,11531.445312
391990,0.842696,0.890000,148.498913,25.691943,174.190856,11531.445312
392190,0.842721,0.890000,148.567071,25.705001,174.272072,11531.507812
392390,0.842743,0.885000,148.641498,25.718505,174.360003,11531.507812
392590,0.842757,0.870000,148.709810,25.733554,174.443363,11531.507812
392790,0.842772,0.870000,148.784867,25.748459,174.533325,11556.039062
392990,0.842804,0.905000,148.865750,25.765556,174.631305,11556.039062
393190,0.842850,0.930000,148.937575,25.778547,174.716122,11556.101562
393390,0.842879,0.900000,149.007731,25.792303,174.800035,11560.445312
393590,0.842909,0.900000,149.086884,25.806221,174.893104,11560.445312
393790,0.842929,0.880000,149.166993,25.820284,174.987277,11560.445312
393990,0.842958,0.900000,149.235095,25.833427,175.068522,11560.476562
394190,0.842980,0.885000,149.313170,25.847369,175.160539,11560.476562
394390,0.843010,0.900000,149.389813,25.862215,175.252028,11560.476562
394590,0.843021,0.865000,149.458503,25.876560,175.335063,11560.539062
394790,0.843025,0.850000,149.528175,25.891099,175.419274,11564.945312
394990,0.843044,0.880000,149.603422,25.905039,175.508461,11564.976562
395190,0.843071,0.895000,149.678615,25.920837,175.599452,11565.007812
395390,0.843093,0.885000,149.762364,25.935675,175.698039,11565.007812
395590,0.843115,0.885000,149.844352,25.950170,175.794523,11552.218750
395790,0.843126,0.865000,149.912171,25.961721,175.873892,11552.250000
395990,0.843148,0.885000,149.980333,25.974507,175.954840,11552.250000
396190,0.843151,0.850000,150.059603,25.986214,176.045818,11552.281250
396390,0.843191,0.920000,150.134185,25.999961,176.134146,11608.664062
396590,0.843202,0.865000,150.212181,26.012983,176.225164,11608.664062
396790,0.843226,0.890000,150.300783,26.027673,176.328455,11608.664062
396990,0.843251,0.890000,150.374233,26.040387,176.414620,11608.664062
397190,0.843267,0.875000,150.445803,26.053231,176.499034,11608.664062
397390,0.843291,0.890000,150.535305,26.065397,176.600702,11608.664062
397590,0.843313,0.885000,150.623179,26.078273,176.701452,11608.664062
397790,0.843337,0.890000,150.695449,26.091171,176.786621,11608.664062
397990,0.843358,0.885000,150.764181,26.103925,176.868106,11608.695312
398190,0.843382,0.890000,150.840628,26.117215,176.957843,11608.757812
398390,0.843406,0.890000,150.921829,26.131061,177.052890,11608.914062
398590,0.843407,0.845000,151.003732,26.144414,177.148146,11609.007812
398790,0.843416,0.860000,151.086669,26.158504,177.245173,11609.007812
398990,0.843434,0.880000,151.154783,26.171730,177.326513,11609.007812
399190,0.843453,0.880000,151.228451,26.184173,177.412625,11609.007812
399390,0.843472,0.880000,151.298590,26.197557,177.496147,11609.007812
399590,0.843486,0.870000,151.368121,26.209276,177.577397,11609.007812
399790,0.843517,0.905000,151.436132,26.221174,177.657306,11619.101562
399990,0.843521,0.850000,151.514637,26.233476,177.748113,11619.101562
400190,0.843552,0.905000,151.587979,26.247558,177.835537,11619.101562
400390,0.843571,0.880000,151.673151,26.259705,177.932856,11619.101562
400590,0.843587,0.875000,151.743443,26.270708,178.014151,11619.101562
400790,0.843600,0.870000,151.816985,26.284350,178.101335,11619.101562
400990,0.843614,0.870000,151.904083,26.296450,178.200533,11619.101562
401190,0.843630,0.875000,151.977963,26.309806,178.287769,11619.101562
401390,0.843656,0.895000,152.058452,26.321532,178.379983,11619.132812
401590,0.843672,0.875000,152.127406,26.332919,178.460325,11619.132812
401790,0.843688,0.875000,152.209025,26.346097,178.555123,11619.132812
401990,0.843699,0.865000,152.277651,26.359477,178.637128,11619.132812
402190,0.843733,0.910000,152.346943,26.371201,178.718144,11619.132812
402390,0.843754,0.885000,152.430546,26.384304,178.814850,11619.132812
402590,0.843760,0.855000,152.519687,26.395602,178.915289,11619.132812
402790,0.843803,0.930000,152.587378,26.409280,178.996658,11619.132812
402990,0.843809,0.855000,152.661488,26.422205,179.083693,11619.132812
403190,0.843835,0.895000,152.741179,26.436994,179.178174,11619.132812
403390,0.843846,0.865000,152.826377,26.451239,179.277616,11619.132812
403590,0.843877,0.905000,152.898532,26.464421,179.362953,11619.195312
403790,0.843883,0.855000,152.985045,26.481245,179.466290,11619.195312
403990,0.843901,0.880000,153.055720,26.494432,179.550152,11619.226562
404190,0.843935,0.910000,153.127402,26.507023,179.634425,11619.226562
404390,0.843945,0.865000,153.196917,26.519131,179.716047,11619.226562
404590,0.843966,0.885000,153.272590,26.532300,179.804890,11619.226562
404790,0.843992,0.895000,153.356624,26.543581,179.900205,11619.257812
404990,0.843997,0.855000,153.438559,26.557882,179.996441,11619.257812
405190,0.843993,0.835000,153.526587,26.572104,180.098691,11611.937500
405390,0.844039,0.935000,153.609858,26.585742,180.195600,11668.382812
405590,0.844067,0.900000,153.681210,26.599641,180.280851,11672.789062
405790,0.844073,0.855000,153.762797,26.613615,180.376412,11687.351562
405990,0.844093,0.885000,153.831277,26.626551,180.457829,11687.382812
406190,0.844124,0.905000,153.919249,26.638489,180.557738,11687.507812
406390,0.844125,0.845000,153.992319,26.653058,180.645377,11687.539062
406590,0.844148,0.890000,154.064471,26.666022,180.730493,11697.632812
406790,0.844158,0.865000,154.144781,26.677975,180.822756,11697.632812
406990,0.844184,0.895000,154.218522,26.691127,180.909649,11697.632812
407190,0.844204,0.885000,154.288860,26.703254,180.992114,11702.070312
407390,0.844205,0.845000,154.367024,26.717712,181.084736,11702.070312
407590,0.844218,0.870000,154.447861,26.730862,181.178723,11702.070312
407790,0.844221,0.850000,154.543061,26.744852,181.287913,11702.070312
407990,0.844236,0.875000,154.621572,26.758579,181.380151,11702.070312
408190,0.844264,0.900000,154.692863,26.772077,181.464939,11702.070312
408390,0.844282,0.880000,154.775485,26.785368,181.560853,11702.070312
408590,0.844298,0.875000,154.848835,26.800861,181.649696,11702.070312
408790,0.844295,0.840000,154.926136,26.813582,181.739717,11702.070312
408990,0.844296,0.845000,155.005921,26.827061,181.832982,11702.070312
409190,0.844306,0.865000,155.078000,26.839374,181.917373,11702.070312
409390,0.844314,0.860000,155.151392,26.853188,182.004580,11702.101562
409590,0.844312,0.840000,155.220275,26.867919,182.088194,11702.101562
409790,0.844305,0.830000,155.290460,26.879808,182.170268,11702.132812
409990,0.844335,0.905000,155.382488,26.895015,182.277502,11702.132812
410190,0.844340,0.855000,155.450841,26.908792,182.359633,11702.164062
410390,0.844358,0.880000,155.526190,26.921026,182.447216,11702.226562
410590,0.844351,0.830000,155.628290,26.936259,182.564549,11744.976562
410790,0.844371,0.885000,155.718009,26.952752,182.670761,11745.132812
410990,0.844379,0.860000,155.817817,26.966240,182.784057,11745.226562
411190,0.844407,0.900000,155.906798,26.979391,182.886189,11745.320312
411390,0.844412,0.855000,155.976755,26.991762,182.968518,11745.382812
411590,0.844427,0.875000,156.062376,27.006253,183.068629,11745.382812
411790,0.844452,0.895000,156.149545,27.024120,183.173665,11745.414062
411990,0.844465,0.870000,156.223232,27.038289,183.261521,11755.507812
412190,0.844458,0.830000,156.301655,27.051311,183.352966,11755.507812
412390,0.844468,0.865000,156.381653,27.064923,183.446576,11755.539062
412590,0.844466,0.840000,156.468298,27.078695,183.546992,11755.539062
412790,0.844474,0.860000,156.543641,27.090828,183.634469,11755.539062
412990,0.844481,0.860000,156.623492,27.103306,183.726798,11755.539062
413190,0.844494,0.870000,156.690110,27.116468,183.806578,11755.570312
413390,0.844514,0.885000,156.758380,27.128775,183.887155,11755.570312
413590,0.844495,0.805000,156.826901,27.141779,183.968680,11755.570312
413790,0.844510,0.875000,156.898157,27.154858,184.053015,11759.976562
413990,0.844507,0.840000,156.968558,27.167617,184.136175,11760.007812
414190,0.844518,0.865000,157.036838,27.180018,184.216856,11760.039062
414390,0.844518,0.845000,157.115805,27.193766,184.309570,11770.195312
414590,0.844535,0.880000,157.194517,27.208019,184.402536,11705.304688
414790,0.844545,0.865000,157.268489,27.222255,184.490744,11818.070312
414990,0.844568,0.890000,157.348635,27.235919,184.584554,11818.070312
415190,0.844566,0.840000,157.416843,27.249176,184.666020,11818.101562
415390,0.844573,0.860000,157.485078,27.263309,184.748387,11828.382812
415590,0.844603,0.905000,157.557780,27.276313,184.834093,11828.382812
415790,0.844603,0.845000,157.625614,27.289944,184.915558,11828.382812
415990,0.844581,0.800000,157.703262,27.304301,185.007563,11828.382812
416190,0.844586,0.855000,157.793724,27.322130,185.115854,11828.382812
416390,0.844609,0.890000,157.884216,27.336610,185.220826,11828.382812
416590,0.844606,0.840000,157.961052,27.351187,185.312239,11828.382812
416790,0.844617,0.865000,158.033380,27.365438,185.398819,11828.382812
416990,0.844636,0.885000,158.129154,27.380647,185.509801,11811.062500
417190,0.844664,0.900000,158.209772,27.395437,185.605209,11825.500000
417390,0.844647,0.810000,158.284260,27.410623,185.694883,11825.562500
417590,0.844671,0.895000,158.355967,27.424162,185.780129,11825.656250
417790,0.844691,0.885000,158.424752,27.438255,185.863007,11825.656250
417990,0.844694,0.850000,158.503014,27.452382,185.955396,11825.687500
418190,0.844677,0.810000,158.580043,27.466930,186.046973,11825.687500
418390,0.844691,0.875000,158.653835,27.480275,186.134110,11825.718750
418590,0.844709,0.880000,158.722131,27.494146,186.216277,11825.718750
418790,0.844716,0.860000,158.791944,27.507817,186.299761,11825.718750
418990,0.844702,0.815000,158.863386,27.521771,186.385157,11825.750000
419190,0.844697,0.835000,158.938725,27.534546,186.473271,11825.750000
419390,0.844712,0.875000,159.010892,27.550171,186.561063,11825.750000
419590,0.844707,0.835000,159.084554,27.563952,186.648506,11825.750000
419790,0.844707,0.845000,159.161816,27.578225,186.740041,11825.750000
419990,0.844724,0.880000,159.242871,27.591957,186.834828,11825.750000
420190,0.844729,0.855000,159.322346,27.605566,186.927912,11835.875000
420390,0.844734,0.855000,159.411210,27.621013,187.032222,11835.875000
420590,0.844752,0.880000,159.492029,27.634927,187.126956,11835.875000
420790,0.844764,0.870000,159.564056,27.650471,187.214527,11835.875000
420990,0.844762,0.840000,159.635362,27.663197,187.298559,11835.875000
421190,0.844774,0.870000,159.705787,27.676853,187.382640,11835.906250
421390,0.844784,0.865000,159.794895,27.691714,187.486609,11836.000000
421590,0.844798,0.875000,159.868102,27.705881,187.573983,11836.000000
421790,0.844818,0.885000,159.937541,27.718336,187.655876,11836.000000
421990,0.844818,0.845000,160.033623,27.732405,187.766028,11836.000000
422190,0.844818,0.845000,160.115224,27.748381,187.863605,11766.828125
422390,0.844842,0.895000,160.187334,27.761311,187.948645,11823.210938
422590,0.844852,0.865000,160.256133,27.774218,188.030352,11875.281250
422790,0.844840,0.820000,160.330932,27.786383,188.117315,11927.320312
422990,0.844857,0.880000,160.410424,27.801945,188.212369,11937.414062
423190,0.844867,0.865000,160.490793,27.815514,188.306307,11941.757812
423390,0.844879,0.870000,160.559070,27.829805,188.388875,11946.101562
423590,0.844884,0.855000,160.640907,27.844609,188.485516,11946.101562
423790,0.844884,0.845000,160.713709,27.860692,188.574402,11950.539062
423990,0.844896,0.870000,160.787096,27.876781,188.663877,11950.539062
424190,0.844903,0.860000,160.862231,27.892059,188.754290,11950.539062
424390,0.844889,0.815000,160.930650,27.905771,188.836420,11950.539062
424590,0.844894,0.855000,161.015106,27.919245,188.934351,11947.250000
424790,0.844889,0.835000,161.096570,27.933812,189.030382,11999.351562
424990,0.844904,0.875000,161.170439,27.949386,189.119825,11999.351562
425190,0.844906,0.850000,161.239043,27.963281,189.202324,12013.945312
425390,0.844906,0.845000,161.340921,27.977964,189.318885,12014.007812
425590,0.844911,0.855000,161.432498,27.993317,189.425815,12018.382812
425790,0.844918,0.860000,161.502325,28.007056,189.509381,12018.382812
425990,0.844897,0.800000,161.575076,28.021009,189.596086,12027.195312
426190,0.844887,0.825000,161.658775,28.036323,189.695098,12027.226562
426390,0.844894,0.860000,161.734193,28.049447,189.783640,12031.570312
426590,0.844894,0.845000,161.828073,28.063959,189.892032,12023.875000
426790,0.844911,0.880000,161.896496,28.077391,189.973887,12028.343750
426990,0.844923,0.870000,161.973308,28.091276,190.064584,12080.445312
427190,0.844926,0.850000,162.058684,28.104252,190.162937,12084.851562
427390,0.844928,0.850000,162.126150,28.116584,190.242734,12105.101562
427590,0.844933,0.855000,162.210857,28.131368,190.342226,12139.562500
427790,0.844943,0.865000,162.293927,28.145433,190.439360,12154.343750
427990,0.844945,0.850000,162.366373,28.159135,190.525508,12287.578125
428190,0.844962,0.880000,162.445021,28.175149,190.620170,12296.453125
428390,0.844981,0.885000,162.516670,28.190173,190.706842,12296.671875
428590,0.844978,0.840000,162.590529,28.204250,190.794780,12307.015625
428790,0.844981,0.850000,162.659403,28.218217,190.877620,12307.046875
428990,0.844981,0.845000,162.730230,28.232126,190.962356,12307.265625
429190,0.844983,0.850000,162.799751,28.244495,191.044246,12311.703125
429390,0.844981,0.840000,162.873549,28.259055,191.132605,12316.171875
429590,0.844981,0.845000,162.960940,28.273928,191.234868,12316.265625
429790,0.844986,0.855000,163.036932,28.286439,191.323371,12316.265625
429990,0.844988,0.850000,163.110094,28.299723,191.409817,12316.328125
430190,0.844964,0.795000,163.182145,28.313643,191.495789,12316.328125
430390,0.844974,0.865000,163.258940,28.326524,191.585464,12316.328125
430590,0.844964,0.825000,163.327940,28.343039,191.670979,12316.359375
430790,0.844981,0.880000,163.423118,28.360530,191.783648,12316.359375
430990,0.844983,0.850000,163.492073,28.374267,191.866341,12320.734375
431190,0.845000,0.880000,163.564736,28.388340,191.953075,12320.734375
431390,0.844972,0.785000,163.647674,28.408428,192.056101,12320.734375
431590,0.844964,0.830000,163.735454,28.425766,192.161221,12320.734375
431790,0.844983,0.885000,163.815912,28.441734,192.257646,12320.796875
431990,0.844983,0.845000,163.893974,28.457023,192.350997,12320.890625
432190,0.844995,0.870000,163.982618,28.471586,192.454204,12320.984375
432390,0.844979,0.810000,164.051912,28.485088,192.537000,12321.015625
432590,0.844983,0.855000,164.125165,28.500073,192.625238,12321.015625
432790,0.844988,0.855000,164.196788,28.515470,192.712257,12325.484375
432990,0.844991,0.850000,164.270896,28.531139,192.802035,12325.484375
433190,0.844998,0.860000,164.347684,28.546299,192.893983,12325.484375
433390,0.845007,0.865000,164.421997,28.560491,192.982488,12325.484375
433590,0.844991,0.810000,164.499344,28.574938,193.074282,12325.515625
433790,0.845009,0.885000,164.581251,28.588765,193.170015,12325.515625
433990,0.845024,0.875000,164.650544,28.604161,193.254705,12325.546875
434190,0.845021,0.840000,164.735819,28.618974,193.354793,12325.546875
434390,0.845012,0.825000,164.818627,28.633744,193.452371,12329.953125
434590,0.845019,0.860000,164.906665,28.652099,193.558764,12330.046875
434790,0.845033,0.875000,164.983741,28.666486,193.650227,12330.109375
434990,0.845012,0.800000,165.077592,28.679642,193.757234,12330.171875
435190,0.845014,0.850000,165.157132,28.694472,193.851604,12330.234375
435390,0.845024,0.865000,165.237304,28.708290,193.945594,12330.234375
435590,0.845026,0.850000,165.310402,28.722496,194.032899,12330.234375
435790,0.845033,0.860000,165.384253,28.737104,194.121357,12330.234375
