# TEST CONFIGURATION BEGIN
# FileStream(filename='export_dataframe_0v4.csv', target_idx=-1, n_targets=1, cat_features=None)
# [M0] HoeffdingTree(binary_split=False, grace_period=200, leaf_prediction='nba', max_byte_size=33554432, memory_estimate_period=1000000, nb_threshold=0, no_preprune=False, nominal_attributes=None, remove_poor_atts=False, split_confidence=1e-07, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05)
# EvaluatePrequential(batch_size=10, data_points_for_classification=False, max_samples=1000000, max_time=1000, metrics=['accuracy', 'running_time', 'model_size'], n_wait=200, output_file='summary_ht.txt', pretrain_size=10000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[M0],current_acc_[M0],training_time_[M0],testing_time_[M0],total_running_time_[M0],model_size_[M0]
164390,0.831859,0.875000,62.215843,8.708687,70.924530,5509.125000
164590,0.831843,0.820000,62.292406,8.725042,71.017448,5509.156250
164790,0.831860,0.845000,62.405004,8.738275,71.143278,5509.187500
164990,0.831871,0.840000,62.477873,8.750671,71.228544,5509.187500
165190,0.831901,0.855000,62.548363,8.762944,71.311307,5509.218750
165390,0.831905,0.835000,62.620468,8.774484,71.394953,5509.250000
165590,0.831896,0.825000,62.691130,8.785995,71.477125,5509.312500
165790,0.831945,0.870000,62.755761,8.798368,71.554129,5509.312500
165990,0.831955,0.840000,62.820318,8.810083,71.630401,5509.375000
166190,0.831972,0.845000,62.901060,8.823541,71.724601,5509.406250
166390,0.831976,0.835000,62.981031,8.835782,71.816813,5509.406250
166590,0.831967,0.825000,63.053516,8.848031,71.901547,5509.406250
166790,0.832015,0.870000,63.123861,8.860929,71.984789,5509.468750
166990,0.832013,0.830000,63.192798,8.875067,72.067865,5509.500000
167190,0.831997,0.820000,63.257982,8.887286,72.145268,5509.500000
167390,0.832078,0.895000,63.330546,8.900281,72.230827,5509.531250
167590,0.832088,0.840000,63.398927,8.913393,72.312320,5552.968750
167790,0.832129,0.865000,63.472078,8.925792,72.397870,5563.062500
167990,0.832158,0.855000,63.554275,8.938517,72.492791,5577.531250
168190,0.832187,0.855000,63.625890,8.953303,72.579193,5581.875000
168390,0.832210,0.850000,63.716887,8.965734,72.682621,5578.585938
168590,0.832264,0.875000,63.795895,8.977571,72.773467,5639.593750
168790,0.832298,0.860000,63.870970,8.990320,72.861290,5639.625000
168990,0.832327,0.855000,63.937111,9.003126,72.940237,5654.062500
169190,0.832356,0.855000,64.005202,9.015442,73.020643,5658.562500
169390,0.832396,0.865000,64.083469,9.028649,73.112118,5658.656250
169590,0.832412,0.845000,64.159125,9.041644,73.200769,5658.656250
169790,0.832428,0.845000,64.223610,9.054191,73.277801,5658.812500
169990,0.832525,0.910000,64.298590,9.067643,73.366233,5658.875000
170190,0.832541,0.845000,64.363231,9.080995,73.444226,5658.875000
170390,0.832587,0.870000,64.429853,9.094460,73.524313,5658.937500
170590,0.832572,0.820000,64.498685,9.108098,73.606783,5716.937500
170790,0.832581,0.840000,64.568677,9.121143,73.689820,5727.125000
170990,0.832640,0.880000,64.643286,9.133237,73.776522,5731.593750
171190,0.832655,0.845000,64.708479,9.146043,73.854521,5731.593750
171390,0.832720,0.885000,64.804136,9.160590,73.964726,5731.656250
171590,0.832710,0.825000,64.894134,9.174968,74.069102,5728.648438
171790,0.832750,0.865000,64.968858,9.188901,74.157759,5780.687500
171990,0.832759,0.840000,65.039244,9.203518,74.242762,5780.750000
172190,0.832774,0.845000,65.112131,9.217157,74.329289,5780.750000
172390,0.832765,0.825000,65.190117,9.233225,74.423342,5785.125000
172590,0.832792,0.855000,65.263438,9.250435,74.513873,5789.500000
172790,0.832819,0.855000,65.348473,9.263547,74.612020,5837.281250
172990,0.832804,0.820000,65.413275,9.276167,74.689442,5842.125000
173190,0.832837,0.860000,65.496514,9.288568,74.785081,5842.312500
173390,0.832834,0.830000,65.577758,9.302106,74.879865,5846.718750
173590,0.832879,0.870000,65.649414,9.314135,74.963549,5846.812500
173790,0.832955,0.895000,65.714594,9.325177,75.039771,5846.875000
173990,0.832976,0.850000,65.779625,9.336562,75.116187,5846.906250
174190,0.832966,0.825000,65.848404,9.349414,75.197818,5847.062500
174390,0.832981,0.845000,65.919059,9.361731,75.280790,5847.062500
174590,0.833019,0.865000,66.000482,9.373061,75.373543,5847.093750
174790,0.833052,0.860000,66.067472,9.384334,75.451805,5857.312500
174990,0.833018,0.805000,66.135698,9.395413,75.531111,5857.343750
175190,0.833051,0.860000,66.216121,9.408848,75.624968,5857.375000
175390,0.833102,0.875000,66.303655,9.424490,75.728145,5857.406250
175590,0.833116,0.845000,66.384217,9.439277,75.823493,5857.531250
175790,0.833124,0.840000,66.463031,9.455316,75.918347,5857.593750
175990,0.833108,0.820000,66.534462,9.468171,76.002634,5857.593750
176190,0.833219,0.925000,66.623106,9.480814,76.103920,5839.648438
176390,0.833173,0.795000,66.690755,9.495248,76.186002,5863.148438
176590,0.833211,0.865000,66.755835,9.507860,76.263695,5883.679688
176790,0.833237,0.855000,66.823045,9.521733,76.344778,5883.710938
176990,0.833275,0.865000,66.889354,9.536715,76.426069,5883.804688
177190,0.833313,0.865000,66.978823,9.549355,76.528178,5883.898438
177390,0.833369,0.880000,67.048435,9.561577,76.610012,5883.929688
177590,0.833383,0.845000,67.122534,9.573838,76.696371,5883.960938
177790,0.833403,0.850000,67.188884,9.586873,76.775757,5884.054688
177990,0.833423,0.850000,67.253501,9.600127,76.853629,5884.054688
178190,0.833490,0.890000,67.338795,9.614557,76.953352,5884.054688
178390,0.833468,0.815000,67.403530,9.629009,77.032539,5884.085938
178590,0.833499,0.860000,67.476670,9.639522,77.116193,5894.210938
178790,0.833507,0.840000,67.544301,9.654037,77.198338,5894.210938
178990,0.833503,0.830000,67.617974,9.668037,77.286011,5894.210938
179190,0.833534,0.860000,67.686728,9.683916,77.370644,5894.210938
179390,0.833583,0.875000,67.768262,9.696327,77.464589,5894.828125
179590,0.833608,0.855000,67.839908,9.707849,77.547758,5894.921875
179790,0.833675,0.890000,67.913179,9.719701,77.632880,5895.046875
179990,0.833706,0.860000,67.979135,9.732439,77.711574,5895.078125
180190,0.833731,0.855000,68.050546,9.745447,77.795993,5895.140625
180390,0.833750,0.850000,68.123305,9.758406,77.881711,5895.234375
180590,0.833810,0.885000,68.187986,9.771586,77.959572,5895.265625
180790,0.833893,0.905000,68.254883,9.785143,78.040027,5947.367188
180990,0.833965,0.895000,68.321397,9.799242,78.120639,5947.398438
181190,0.834071,0.925000,68.421231,9.815121,78.236352,5947.398438
181390,0.834125,0.880000,68.503584,9.828447,78.332031,5947.429688
181590,0.834155,0.860000,68.582384,9.843161,78.425545,5947.554688
181790,0.834185,0.860000,68.663154,9.856460,78.519614,5947.585938
181990,0.834221,0.865000,68.757228,9.870950,78.628178,5985.585938
182190,0.834251,0.860000,68.828692,9.885674,78.714366,5985.804688
182390,0.834298,0.875000,68.901500,9.899171,78.800671,5985.960938
182590,0.834322,0.855000,68.983705,9.911843,78.895548,6034.648438
182790,0.834311,0.825000,69.056799,9.924530,78.981329,6058.273438
182990,0.834353,0.870000,69.125886,9.938243,79.064129,6062.804688
183190,0.834394,0.870000,69.210645,9.954239,79.164884,6077.242188
183390,0.834418,0.855000,69.297499,9.967486,79.264986,6059.640625
183590,0.834407,0.825000,69.364296,9.980759,79.345055,6130.992188
183790,0.834350,0.785000,69.438203,9.996061,79.434264,6199.304688
183990,0.834305,0.795000,69.519167,10.011871,79.531038,6270.500000
184190,0.834340,0.865000,69.604134,10.028602,79.632736,6270.625000
184390,0.834392,0.880000,69.669599,10.041797,79.711396,6275.062500
184590,0.834364,0.810000,69.740690,10.057072,79.797762,6275.187500
184790,0.834342,0.815000,69.814151,10.072455,79.886606,6279.718750
184990,0.834360,0.850000,69.880552,10.086211,79.966762,6279.937500
185190,0.834384,0.855000,69.953859,10.098358,80.052217,6290.125000
185390,0.834350,0.805000,70.028644,10.112893,80.141537,6290.250000
185590,0.834328,0.815000,70.118407,10.126171,80.244578,6290.250000
185790,0.834334,0.840000,70.189729,10.140835,80.330564,6300.375000
185990,0.834352,0.850000,70.262005,10.153933,80.415937,6300.500000
186190,0.834330,0.815000,70.335949,10.166915,80.502864,6300.531250
186390,0.834342,0.845000,70.403946,10.181573,80.585519,6300.562500
186590,0.834320,0.815000,70.469112,10.193441,80.662553,6300.562500
186790,0.834327,0.840000,70.551165,10.206065,80.757230,6305.000000
186990,0.834350,0.855000,70.621324,10.219486,80.840810,6305.031250
187190,0.834396,0.875000,70.686941,10.233502,80.920443,6305.062500
187390,0.834380,0.820000,70.752521,10.246357,80.998878,6305.093750
187590,0.834420,0.870000,70.819528,10.259334,81.078862,6305.125000
187790,0.834454,0.865000,70.916605,10.277875,81.194480,6309.500000
187990,0.834472,0.850000,70.991897,10.292073,81.283970,6309.500000
188190,0.834428,0.795000,71.069177,10.305745,81.374922,6309.500000
188390,0.834372,0.785000,71.141600,10.318718,81.460318,6309.531250
188590,0.834395,0.855000,71.217904,10.334013,81.551917,6313.968750
188790,0.834457,0.890000,71.297156,10.347800,81.644956,6314.000000
188990,0.834464,0.840000,71.374667,10.361114,81.735782,6314.093750
189190,0.834453,0.825000,71.460641,10.374183,81.834824,6314.093750
189390,0.834454,0.835000,71.525892,10.387518,81.913411,6314.156250
189590,0.834427,0.810000,71.595169,10.400102,81.995272,6314.250000
189790,0.834427,0.835000,71.666525,10.412590,82.079115,6314.250000
189990,0.834394,0.805000,71.732989,10.426078,82.159067,6314.281250
190190,0.834401,0.840000,71.798499,10.439478,82.237977,6314.281250
190390,0.834429,0.860000,71.863921,10.451425,82.315346,6314.281250
190590,0.834435,0.840000,71.967653,10.467085,82.434738,6314.281250
190790,0.834419,0.820000,72.032992,10.481011,82.514003,6314.343750
190990,0.834398,0.815000,72.129142,10.496782,82.625924,6362.968750
191190,0.834382,0.820000,72.217725,10.508134,82.725859,6386.531250
191390,0.834311,0.770000,72.291202,10.520736,82.811938,6386.843750
191590,0.834328,0.850000,72.371087,10.533707,82.904794,6386.843750
191790,0.834356,0.860000,72.445380,10.546224,82.991603,6387.062500
191990,0.834374,0.850000,72.511096,10.556797,83.067893,6387.125000
192190,0.834396,0.855000,72.595725,10.568484,83.164209,6387.218750
192390,0.834386,0.825000,72.660933,10.580393,83.241326,6387.250000
192590,0.834359,0.810000,72.726441,10.591775,83.318216,6387.281250
192790,0.834387,0.860000,72.802977,10.604004,83.406981,6387.468750
192990,0.834393,0.840000,72.867916,10.616638,83.484554,6387.500000
193190,0.834383,0.825000,72.937494,10.628201,83.565694,6387.500000
193390,0.834362,0.815000,73.008720,10.639501,83.648221,6387.531250
193590,0.834368,0.840000,73.076294,10.650131,83.726424,6387.531250
193790,0.834336,0.805000,73.153788,10.662883,83.816671,6387.562500
193990,0.834391,0.885000,73.231417,10.675922,83.907339,6387.562500
194190,0.834403,0.845000,73.298381,10.690047,83.988428,6387.625000
194390,0.834376,0.810000,73.376445,10.702030,84.078475,6387.625000
194590,0.834312,0.775000,73.445408,10.715236,84.160645,6387.656250
194790,0.834324,0.845000,73.514626,10.726687,84.241313,6387.718750
194990,0.834297,0.810000,73.600109,10.738786,84.338896,6397.875000
195190,0.834239,0.780000,73.677778,10.750887,84.428665,6397.937500
195390,0.834299,0.890000,73.771172,10.763362,84.534534,6397.937500
195590,0.834267,0.805000,73.851360,10.776077,84.627437,6446.718750
195790,0.834279,0.845000,73.922025,10.788250,84.710275,6451.281250
195990,0.834247,0.805000,73.991492,10.801280,84.792772,6451.437500
196190,0.834232,0.820000,74.065736,10.815361,84.881097,6451.562500
196390,0.834260,0.860000,74.143345,10.828844,84.972189,6451.656250
196590,0.834255,0.830000,74.212479,10.842529,85.055008,6456.156250
196790,0.834208,0.790000,74.281694,10.853488,85.135182,6460.687500
196990,0.834193,0.820000,74.351122,10.865831,85.216953,6470.843750
197190,0.834177,0.820000,74.420286,10.878040,85.298327,6480.968750
197390,0.834205,0.860000,74.486497,10.890490,85.376987,6491.062500
197590,0.834142,0.775000,74.553436,10.902171,85.455607,6491.125000
197790,0.834153,0.845000,74.620199,10.914151,85.534349,6491.125000
197990,0.834122,0.805000,74.709797,10.927237,85.637034,6421.546875
198190,0.834091,0.805000,74.787295,10.941452,85.728747,6478.023438
198390,0.834098,0.840000,74.867469,10.953860,85.821328,6412.351562
198590,0.834072,0.810000,74.958085,10.965422,85.923507,6468.859375
198790,0.834078,0.840000,75.026845,10.979074,86.005919,6478.984375
198990,0.834021,0.780000,75.092549,10.991702,86.084251,6483.453125
199190,0.834022,0.835000,75.175203,11.003128,86.178331,6487.859375
199390,0.834023,0.835000,75.239836,11.014920,86.254756,6487.921875
199590,0.834066,0.875000,75.313782,11.026820,86.340603,6487.953125
199790,0.834094,0.860000,75.389578,11.039507,86.429085,6487.984375
199990,0.834074,0.815000,75.484690,11.054566,86.539256,6540.117188
200190,0.833980,0.745000,75.554211,11.067808,86.622019,6544.523438
200390,0.833950,0.805000,75.628328,11.080266,86.708593,6544.585938
200590,0.833956,0.840000,75.699691,11.092518,86.792209,6544.617188
200790,0.833926,0.805000,75.769493,11.104248,86.873742,6544.679688
200990,0.833880,0.790000,75.853398,11.115817,86.969215,6544.679688
201190,0.833876,0.830000,75.921790,11.128784,87.050574,6544.679688
201390,0.833866,0.825000,75.992855,11.140629,87.133484,6475.320312
201590,0.833773,0.745000,76.063485,11.153006,87.216491,6475.351562
201790,0.833764,0.825000,76.159153,11.166119,87.325271,6533.289062
201990,0.833812,0.880000,76.239965,11.179761,87.419725,6533.289062
202190,0.833798,0.820000,76.305404,11.192895,87.498299,6533.382812
202390,0.833773,0.810000,76.370553,11.205479,87.576032,6585.421875
202590,0.833718,0.780000,76.452770,11.220069,87.672838,6585.484375
202790,0.833750,0.865000,76.518002,11.232061,87.750064,6585.484375
202990,0.833777,0.860000,76.598198,11.245204,87.843402,6600.046875
203190,0.833773,0.830000,76.665366,11.259613,87.924978,6600.078125
203390,0.833754,0.815000,76.733634,11.273724,88.007358,6610.203125
203590,0.833719,0.800000,76.815632,11.289308,88.104940,6610.265625
203790,0.833741,0.855000,76.892707,11.303804,88.196511,6624.890625
203990,0.833711,0.805000,76.968457,11.320272,88.288730,6629.234375
204190,0.833671,0.795000,77.052204,11.333156,88.385360,6620.289062
204390,0.833683,0.845000,77.126486,11.346546,88.473032,6734.429688
204590,0.833659,0.810000,77.197715,11.359893,88.557608,6743.585938
204790,0.833645,0.820000,77.266388,11.374996,88.641385,6743.617188
204990,0.833646,0.835000,77.352166,11.390921,88.743086,6748.117188
205190,0.833627,0.815000,77.422890,11.404621,88.827511,6748.117188
205390,0.833659,0.865000,77.492542,11.419097,88.911639,6678.945312
205590,0.833609,0.785000,77.559744,11.432360,88.992104,6806.210938
205790,0.833585,0.810000,77.633192,11.446028,89.079220,6806.242188
205990,0.833561,0.810000,77.711259,11.459491,89.170750,6806.335938
206190,0.833532,0.805000,77.785762,11.471211,89.256973,6806.367188
206390,0.833523,0.825000,77.858874,11.485181,89.344055,6806.367188
206590,0.833515,0.825000,77.944317,11.499604,89.443921,6806.367188
206790,0.833460,0.780000,78.034025,11.513111,89.547135,6816.492188
206990,0.833411,0.785000,78.118215,11.528053,89.646268,6850.460938
207190,0.833377,0.800000,78.195363,11.542581,89.737944,6874.210938
207390,0.833369,0.825000,78.267465,11.555191,89.822657,6884.460938
207590,0.833426,0.890000,78.333897,11.568315,89.902212,6884.585938
207790,0.833453,0.860000,78.402705,11.583515,89.986221,6889.179688
207990,0.833475,0.855000,78.491332,11.602494,90.093826,6893.585938
208190,0.833456,0.815000,78.582527,11.620945,90.203473,6893.679688
208390,0.833362,0.740000,78.648763,11.635193,90.283956,6893.742188
208590,0.833399,0.870000,78.717235,11.648861,90.366096,6893.835938
208790,0.833385,0.820000,78.804436,11.664188,90.468625,6898.210938
208990,0.833357,0.805000,78.889900,11.679991,90.569891,6951.617188
209190,0.833328,0.805000,78.987139,11.696094,90.683234,6966.273438
209390,0.833305,0.810000,79.060142,11.711167,90.771310,6970.773438
209590,0.833322,0.850000,79.130093,11.726187,90.856280,6970.867188
209790,0.833313,0.825000,79.217314,11.743104,90.960418,6970.898438
209990,0.833230,0.750000,79.291272,11.758264,91.049535,6970.992188
210190,0.833207,0.810000,79.365700,11.773603,91.139303,6971.054688
210390,0.833234,0.860000,79.445030,11.790408,91.235438,6971.085938
210590,0.833170,0.770000,79.515379,11.803347,91.318726,6971.085938
210790,0.833167,0.830000,79.605528,11.816366,91.421893,6971.179688
210990,0.833119,0.785000,79.691726,11.831561,91.523288,6971.210938
211190,0.833156,0.870000,79.758825,11.845263,91.604088,6971.210938
211390,0.833153,0.830000,79.853223,11.859561,91.712783,6958.390625
211590,0.833115,0.795000,79.938965,11.872821,91.811786,6968.515625
211790,0.833112,0.830000,80.006526,11.886890,91.893416,6968.578125
211990,0.833079,0.800000,80.090005,11.902588,91.992593,6968.640625
212190,0.833066,0.820000,80.157523,11.915050,92.072573,6968.671875
212390,0.833083,0.850000,80.224965,11.928772,92.153737,6968.671875
212590,0.833090,0.840000,80.300476,11.941633,92.242109,6968.671875
212790,0.833107,0.850000,80.376943,11.959191,92.336134,7025.054688
212990,0.833099,0.825000,80.450487,11.975383,92.425870,7025.054688
213190,0.833120,0.855000,80.524024,11.991809,92.515834,7025.085938
213390,0.833112,0.825000,80.597620,12.005113,92.602733,7025.085938
213590,0.833119,0.840000,80.674734,12.018818,92.693552,7025.210938
213790,0.833086,0.800000,80.747294,12.032717,92.780011,7025.210938
213990,0.833113,0.860000,80.822982,12.047402,92.870384,7035.335938
214190,0.833139,0.860000,80.891564,12.062670,92.954234,7035.335938
214390,0.833156,0.850000,80.969456,12.077313,93.046769,7035.429688
214590,0.833162,0.840000,81.044373,12.092129,93.136502,7035.429688
214790,0.833149,0.820000,81.123690,12.106588,93.230278,7035.429688
214990,0.833195,0.880000,81.190341,12.119162,93.309503,7035.429688
215190,0.833163,0.800000,81.271581,12.133285,93.404866,6964.789062
215390,0.833145,0.815000,81.353621,12.147007,93.500628,7021.390625
215590,0.833093,0.780000,81.422876,12.161982,93.584858,7031.796875
215790,0.833047,0.785000,81.490290,12.174719,93.665009,7036.328125
215990,0.833053,0.840000,81.557893,12.189095,93.746988,7036.359375
216190,0.833089,0.870000,81.624236,12.202463,93.826699,7088.398438
216390,0.833115,0.860000,81.705036,12.219230,93.924265,7088.460938
216590,0.833132,0.850000,81.790279,12.232995,94.023274,7088.585938
216790,0.833158,0.860000,81.858671,12.246487,94.105159,7140.750000
216990,0.833126,0.800000,81.927207,12.260830,94.188036,7076.015625
217190,0.833060,0.765000,82.010122,12.274883,94.285006,7209.062500
217390,0.833042,0.815000,82.080390,12.290896,94.371286,7223.656250
217590,0.833035,0.825000,82.159527,12.306638,94.466165,7266.562500
217790,0.833027,0.825000,82.238530,12.320821,94.559351,7291.562500
217990,0.833067,0.875000,82.312421,12.335205,94.647626,7296.343750
218190,0.833069,0.835000,82.387166,12.348976,94.736141,7300.843750
218390,0.833071,0.835000,82.471896,12.364364,94.836259,7300.906250
218590,0.833020,0.780000,82.545125,12.377676,94.922801,7301.031250
218790,0.833022,0.835000,82.615704,12.394084,95.009788,7305.500000
218990,0.832986,0.795000,82.693572,12.407193,95.100766,7305.593750
219190,0.832945,0.790000,82.763757,12.421525,95.185282,7305.593750
219390,0.832932,0.820000,82.830474,12.435916,95.266391,7305.625000
219590,0.832934,0.835000,82.901678,12.450997,95.352676,7309.968750
219790,0.832946,0.845000,82.973608,12.463585,95.437193,7309.968750
219990,0.832967,0.855000,83.045210,12.477965,95.523175,7309.968750
220190,0.832964,0.830000,83.120722,12.492591,95.613313,7310.062500
220390,0.832985,0.855000,83.205117,12.506253,95.711370,7314.406250
220590,0.832991,0.840000,83.294818,12.521300,95.816117,7314.437500
220790,0.833017,0.860000,83.372409,12.536839,95.909248,7314.437500
220990,0.833024,0.840000,83.459535,12.553735,96.013270,7318.875000
221190,0.832997,0.805000,83.533466,12.567710,96.101177,7318.875000
221390,0.832971,0.805000,83.626491,12.583308,96.209799,7248.890625
221590,0.832963,0.825000,83.696418,12.597649,96.294067,7315.585938
221790,0.832937,0.805000,83.774063,12.612782,96.386845,7320.210938
221990,0.832896,0.790000,83.855085,12.628396,96.483480,7320.367188
222190,0.832898,0.835000,83.935439,12.642108,96.577548,7320.398438
222390,0.832867,0.800000,84.005513,12.656321,96.661834,7320.554688
222590,0.832846,0.810000,84.082570,12.671488,96.754058,7320.554688
222790,0.832862,0.850000,84.160440,12.684578,96.845018,7377.000000
222990,0.832901,0.875000,84.251099,12.698997,96.950095,7377.031250
223190,0.832885,0.815000,84.320314,12.713604,97.033917,7387.125000
223390,0.832919,0.870000,84.398297,12.727760,97.126057,7391.625000
223590,0.832959,0.875000,84.472863,12.740482,97.213345,7406.093750
223790,0.832951,0.825000,84.540149,12.755115,97.295263,7406.125000
223990,0.832939,0.820000,84.607019,12.769099,97.376118,7406.125000
224190,0.832946,0.840000,84.678573,12.782632,97.461205,7406.125000
224390,0.832952,0.840000,84.761660,12.797309,97.558970,7406.156250
224590,0.832945,0.825000,84.841522,12.813218,97.654740,7406.187500
224790,0.833012,0.905000,84.923207,12.827577,97.750784,7406.218750
224990,0.832977,0.795000,85.005456,12.842952,97.848408,7406.250000
225190,0.832988,0.845000,85.081141,12.854965,97.936106,7406.312500
225390,0.832990,0.835000,85.165736,12.869265,98.035001,7406.312500
225590,0.833001,0.845000,85.245318,12.884507,98.129825,7336.296875
225790,0.832989,0.820000,85.318643,12.899403,98.218046,7402.773438
225990,0.832981,0.825000,85.386412,12.915018,98.301429,7407.210938
226190,0.832923,0.770000,85.464145,12.928474,98.392619,7407.304688
226390,0.832934,0.845000,85.544345,12.945081,98.489426,7407.335938
226590,0.832950,0.850000,85.622176,12.960689,98.582865,7394.484375
226790,0.832906,0.785000,85.700107,12.973949,98.674056,7450.992188
226990,0.832931,0.860000,85.766620,12.985947,98.752567,7451.117188
227190,0.832951,0.855000,85.844771,12.999967,98.844738,7451.179688
227390,0.832944,0.825000,85.913958,13.015555,98.929513,7451.179688
227590,0.832946,0.835000,85.981645,13.030480,99.012124,7451.242188
227790,0.832948,0.835000,86.058414,13.045740,99.104153,7451.273438
227990,0.832954,0.840000,86.139026,13.060534,99.199560,7451.304688
228190,0.832924,0.800000,86.208076,13.074789,99.282865,7451.335938
228390,0.832944,0.855000,86.282004,13.089267,99.371271,7451.398438
228590,0.832946,0.835000,86.368589,13.106733,99.475322,7460.085938
228790,0.832939,0.825000,86.449627,13.122157,99.571783,7460.117188
228990,0.832982,0.880000,86.515726,13.136879,99.652605,7460.117188
229190,0.832984,0.835000,86.592582,13.153646,99.746227,7460.117188
229390,0.833022,0.875000,86.676705,13.172004,99.848709,7470.242188
229590,0.833046,0.860000,86.744277,13.187442,99.931719,7470.242188
229790,0.833062,0.850000,86.819992,13.202052,100.022044,7470.242188
229990,0.833077,0.850000,86.895617,13.217237,100.112855,7470.242188
230190,0.833079,0.835000,86.981800,13.232132,100.213932,7470.242188
230390,0.833081,0.835000,87.060887,13.247267,100.308155,7470.242188
230590,0.833110,0.865000,87.130574,13.264538,100.395112,7470.273438
230790,0.833111,0.835000,87.210571,13.281814,100.492384,7470.273438
230990,0.833163,0.890000,87.309898,13.299856,100.609753,7470.273438
231190,0.833165,0.835000,87.395680,13.315043,100.710723,7470.304688
231390,0.833175,0.845000,87.468187,13.331375,100.799562,7470.304688
231590,0.833177,0.835000,87.545625,13.345760,100.891385,7470.335938
231790,0.833179,0.835000,87.624498,13.359714,100.984212,7470.460938
231990,0.833216,0.875000,87.691225,13.374666,101.065890,7470.460938
232190,0.833227,0.845000,87.757513,13.389217,101.146731,7470.460938
232390,0.833255,0.865000,87.827002,13.405222,101.232225,7470.492188
232590,0.833252,0.830000,87.901179,13.421408,101.322587,7470.523438
232790,0.833241,0.820000,87.980637,13.435349,101.415986,7470.523438
232990,0.833206,0.795000,88.050444,13.449593,101.500037,7470.523438
233190,0.833177,0.800000,88.126253,13.465730,101.591983,7470.617188
233390,0.833169,0.825000,88.205860,13.479896,101.685756,7480.742188
233590,0.833166,0.830000,88.301474,13.496493,101.797966,7480.773438
233790,0.833172,0.840000,88.399505,13.510143,101.909648,7480.773438
233990,0.833165,0.825000,88.470094,13.524478,101.994573,7480.804688
234190,0.833189,0.860000,88.553756,13.538671,102.092427,7480.835938
234390,0.833195,0.840000,88.624881,13.552837,102.177719,7480.867188
234590,0.833192,0.830000,88.694024,13.567551,102.261575,7480.867188
234790,0.833190,0.830000,88.770011,13.582140,102.352150,7480.867188
234990,0.833222,0.870000,88.844565,13.596804,102.441369,7480.867188
235190,0.833219,0.830000,88.916289,13.611721,102.528010,7480.867188
235390,0.833239,0.855000,89.007012,13.628373,102.635385,7480.898438
235590,0.833236,0.830000,89.073470,13.641451,102.714921,7480.898438
235790,0.833215,0.810000,89.178719,13.656760,102.835479,7480.898438
235990,0.833199,0.815000,89.246288,13.673142,102.919430,7480.898438
236190,0.833210,0.845000,89.328684,13.690123,103.018807,7480.898438
236390,0.833224,0.850000,89.399791,13.704514,103.104305,7480.898438
236590,0.833208,0.815000,89.470277,13.719666,103.189944,7485.304688
236790,0.833223,0.850000,89.537076,13.734138,103.271215,7485.304688
236990,0.833225,0.835000,89.622815,13.748570,103.371385,7485.304688
237190,0.833253,0.865000,89.698312,13.764540,103.462852,7485.304688
237390,0.833259,0.840000,89.771075,13.778990,103.550065,7485.304688
237590,0.833300,0.880000,89.851823,13.794152,103.645975,7485.367188
237790,0.833314,0.850000,89.924881,13.809079,103.733960,7485.367188
237990,0.833307,0.825000,90.010866,13.824774,103.835639,7485.398438
238190,0.833260,0.780000,90.079543,13.838573,103.918116,7485.398438
238390,0.833244,0.815000,90.149010,13.852182,104.001192,7485.429688
238590,0.833206,0.790000,90.230340,13.868582,104.098922,7485.429688
238790,0.833221,0.850000,90.296553,13.883170,104.179723,7485.429688
238990,0.833218,0.830000,90.393764,13.899094,104.292857,7485.460938
239190,0.833194,0.805000,90.469827,13.915379,104.385206,7485.460938
239390,0.833169,0.805000,90.551223,13.932277,104.483501,7485.492188
239590,0.833193,0.860000,90.619480,13.947362,104.566841,7485.492188
239790,0.833185,0.825000,90.687977,13.962920,104.650897,7489.960938
239990,0.833187,0.835000,90.764336,13.978888,104.743224,7476.796875
240190,0.833189,0.835000,90.836862,13.993651,104.830513,7476.828125
240390,0.833212,0.860000,90.905591,14.009465,104.915055,7538.960938
240590,0.833213,0.835000,90.977436,14.023315,105.000751,7538.960938
240790,0.833198,0.815000,91.048241,14.037538,105.085779,7538.960938
240990,0.833203,0.840000,91.123187,14.051521,105.174708,7543.367188
241190,0.833188,0.815000,91.204177,14.066085,105.270262,7543.367188
241390,0.833202,0.850000,91.275879,14.080825,105.356705,7543.367188
241590,0.833195,0.825000,91.363361,14.098073,105.461435,7539.890625
241790,0.833167,0.800000,91.447938,14.113927,105.561865,7548.671875
241990,0.833155,0.820000,91.521243,14.130880,105.652123,7548.765625
242190,0.833144,0.820000,91.593468,14.147566,105.741034,7548.765625
242390,0.833133,0.820000,91.671669,14.166437,105.838106,7548.796875
242590,0.833169,0.875000,91.749478,14.184502,105.933979,7548.859375
242790,0.833157,0.820000,91.828509,14.204174,106.032683,7611.023438
242990,0.833150,0.825000,91.902420,14.222817,106.125237,7611.085938
243190,0.833152,0.835000,91.971522,14.241012,106.212534,7611.117188
243390,0.833162,0.845000,92.044336,14.257341,106.301677,7611.148438
243590,0.833129,0.795000,92.118307,14.275108,106.393415,7611.148438
243790,0.833157,0.865000,92.189364,14.292393,106.481757,7615.585938
243990,0.833124,0.795000,92.263195,14.310739,106.573934,7615.617188
244190,0.833134,0.845000,92.341049,14.329504,106.670552,7615.617188
